Mes,Dia,Año,Fecha,Número,Tipo de servicio,Situación reportada,area,Fecha de corte,Estado,Orden de trabajo generada,Demora en respuesta,LAT,LNG
3,7,2022,07/03/2022,11787,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,21/03/2022,FINALIZADO,NO,14,-36.880.138,-60.296.860
3,7,2022,07/03/2022,11788,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,10/03/2022,FINALIZADO,NO,3,-36.904.564,-60.327.934
3,7,2022,07/03/2022,11789,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,07/03/2022,PROCESO,NO,0,-36.879.391,-60.285.213
3,7,2022,07/03/2022,11790,TRANSPORTE  PÚBLICO,Incumplimiento de recorrido habitual,SUBSECRETARÍA DE GOBIERNO,21/04/2022,FINALIZADO,NO,45,-36.895.218,-60.314.423
3,7,2022,07/03/2022,11791,OBRAS PARTICULARES,Obra en construcción: molestias ocasionadas a vecinos,DIRECCIÓN DE OBRAS PARTICULARES,08/03/2022,FINALIZADO,NO,1,-36.887.680,-60.331.806
3,8,2022,08/03/2022,11792,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: recolección deficiente,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,22/3/2022,FINALIZADO,NO,14,-36.901.230,-60.327.042
3,8,2022,08/03/2022,11793,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,08/03/2022,PROCESO,NO,0,-36.877.651,-60.331.963
3,8,2022,08/03/2022,11794,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: recolección deficiente,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,18/03/2022,FINALIZADO,NO,10,-36.906.872,-60.321.304
3,9,2022,09/03/2022,11795,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,18/03/2022,FINALIZADO,NO,9,-36.888.065,-60.304.504
3,9,2022,09/03/2022,11796,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (casa abandonada),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,9/3/2022,PROCESO,NO,0,-36.876.362,-60.330.894
3,9,2022,09/03/2022,11797,TRANSPORTE  PÚBLICO,Incumplimiento de frecuencia,SUBSECRETARÍA DE GOBIERNO,21/04/2022,FINALIZADO,NO,43,-36.894.470,-60.326.538
3,9,2022,09/03/2022,11798,ZOONOSIS,Animales domésticos: crianza inadecuada,DIRECCIÓN DE BROMATOLOGIA,18/3/2022,FINALIZADO,NO,9,-36.911.018,-60.324.604
3,9,2022,09/03/2022,11799,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,11/04/2022,FINALIZADO,NO,33,-36.896.404,-60.321.075
3,9,2022,09/03/2022,11800,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,22/03/2022,FINALIZADO,NO,13,-36.907.276,-60.334.393
3,9,2022,09/03/2022,11801,OBRAS PÚBLICAS,Calles urbanas: cordón cuneta dañado,DIRECCIÓN DE MANTENIMIENTO URBANO,09/03/2022,PROCESO,NO,0,-36.888.168,-60.338.509
3,9,2022,09/03/2022,11802,HIGIENE Y CONTROL URBANO,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,15/3/2022,FINALIZADO,NO,6,-36.933.159,-60.164.249
3,9,2022,09/03/2022,11803,OBRAS PÚBLICAS,Calles urbanas: calzada de tierra con baches,DIRECCIÓN DE MANTENIMIENTO URBANO,12/05/2022,FINALIZADO,NO,64,-36.906.734,-60.297.398
3,9,2022,09/03/2022,11804,OBRAS PÚBLICAS,Calles urbanas: calzada asfáltica con baches,DIRECCIÓN DE MANTENIMIENTO URBANO,09/03/2022,PROCESO,NO,0,-36.882.172,-60.322.468
3,9,2022,09/03/2022,11805,OBRAS PÚBLICAS,Caminos rurales: mal nivelado,DIRECCIÓN DE CAMINOS RURALES,9/3/2022,PROCESO,NO,0,-36.911.366,-60.346.958
3,9,2022,09/03/2022,11806,OBRAS PARTICULARES,Otra situación no contemplada,ATENCIÓN OLAVARRIA INTERACTIVA,10/3/2022,CANCELADO,NO,1,-36.903.702,-60.334.358
3,9,2022,09/03/2022,11807,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: recolectores ensucian la vía pública,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,18/03/2022,FINALIZADO,NO,9,-36.895.390,-60.308.807
3,10,2022,10/03/2022,11808,HIGIENE Y CONTROL URBANO,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,15/03/2022,FINALIZADO,NO,5,-36.891.651,-60.299.927
3,10,2022,10/03/2022,11809,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,21/03/2022,FINALIZADO,NO,11,-36.950.798,-60.256.142
3,10,2022,10/03/2022,11810,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,10/03/2022,PROCESO,NO,0,-36.886.181,-60.302.197
3,10,2022,10/03/2022,11811,ZOONOSIS,Control de plagas / fumigación: mosquitos,DIRECCIÓN DE BROMATOLOGIA,15/03/2022,FINALIZADO,NO,5,-36.926.178,-60.313.198
3,10,2022,10/03/2022,11812,TRANSPORTE  PÚBLICO,Incumplimiento de parada,SUBSECRETARÍA DE GOBIERNO,21/04/2022,FINALIZADO,NO,42,-36.876.457,-60.290.390
3,10,2022,10/03/2022,11813,VIALIDAD,Señalización vial: solicitar nueva,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,10/03/2022,PROCESO,NO,0,-36.845.348,-60.242.504
3,10,2022,10/03/2022,11814,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,18/03/2022,FINALIZADO,NO,8,-36.893.505,-60.327.663
3,10,2022,10/03/2022,11815,OBRAS PÚBLICAS,Calles urbanas: Pedido de camión regador,DIRECCIÓN DE MANTENIMIENTO URBANO,11/03/2022,PROCESO,NO,1,-36.917.461,-60.332.302
3,11,2022,11/03/2022,11816,TRÁNSITO,Estacionamiento: vehículos abandonados,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,16/3/2022,FINALIZADO,NO,5,-36.876.045,-60.325.954
3,11,2022,11/03/2022,11817,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas),DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,11/03/2022,FINALIZADO,NO,0,-36.867.779,-60.320.904
3,11,2022,11/03/2022,11818,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,11/3/2022,PROCESO,NO,0,-36.886.642,-60.317.516
3,11,2022,11/03/2022,11819,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,11/03/2022,PROCESO,NO,0,-36.913.685,-60.324.360
3,11,2022,11/03/2022,11820,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,11/03/2022,PROCESO,NO,0,-36.908.993,-60.314.774
3,11,2022,11/03/2022,11821,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,11/03/2022,PROCESO,NO,0,-36.909.634,-60.314.438
3,11,2022,11/03/2022,11822,TRANSPORTE  PÚBLICO,Incumplimiento de frecuencia,SUBSECRETARÍA DE GOBIERNO,21/04/2022,FINALIZADO,NO,41,-36.935.284,-60.151.623
3,11,2022,11/03/2022,11823,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,14/3/2022,PROCESO,NO,3,-36.919.006,-60.334.465
3,14,2022,14/03/2022,11824,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,14/03/2022,PROCESO,NO,0,-36.916.416,-60.293.858
3,14,2022,14/03/2022,11825,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,14/03/2022,PROCESO,NO,0,-36.891.945,-60.306.606
3,14,2022,14/03/2022,11826,ZOONOSIS,Control de plagas / fumigación: mosquitos,DIRECCIÓN DE BROMATOLOGIA,23/03/2022,FINALIZADO,NO,9,-36.879.608,-60.343.044
3,14,2022,14/03/2022,11827,HIGIENE Y CONTROL URBANO,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,15/03/2022,FINALIZADO,NO,1,-36.913.185,-60.312.107
3,14,2022,14/03/2022,11828,HABILITACIONES,Calidad de alimentos: venta de alimentos con fecha caducada,DIRECCIÓN DE BROMATOLOGIA,28/04/2022,FINALIZADO,NO,45,-36.896.461,-60.309.444
3,14,2022,14/03/2022,11829,ZOONOSIS,Control de plagas / fumigación: mosquitos,DIRECCIÓN DE BROMATOLOGIA,12/04/2022,FINALIZADO,NO,29,-36.887.318,-60.325.188
3,14,2022,14/03/2022,11830,"PARQUES, PLAZAS Y ESPACIOS PÚBLICOS","Plantas: enfermas, secas o muertas",DIRECCIÓN DE MANTENIMIENTO DE PARQUES Y PASEOS,14/03/2022,PROCESO,NO,0,-36.900.932,-60.330.582
3,14,2022,14/03/2022,11831,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas),DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,29/3/2022,FINALIZADO,NO,15,-36.881.996,-60.308.884
3,15,2022,15/03/2022,11832,ZOONOSIS,Control de plagas / fumigación: mosquitos,DIRECCIÓN DE BROMATOLOGIA,23/3/2022,FINALIZADO,NO,8,-36.886.173,-60.332.657
3,15,2022,15/03/2022,11833,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,21/3/2022,FINALIZADO,NO,6,-36.922.867,-60.300.255
3,15,2022,15/03/2022,11834,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,23/3/2022,FINALIZADO,NO,8,-36.914.684,-60.305.515
3,15,2022,15/03/2022,11835,TRÁNSITO,Estacionamiento: vehículos abandonados,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,16/3/2022,FINALIZADO,NO,1,-36.899.937,-60.299.759
3,15,2022,15/03/2022,11836,HABILITACIONES,Higiene y limpieza comercial,DIRECCIÓN DE BROMATOLOGIA,18/04/2022,FINALIZADO,NO,34,-36.899.937,-60.299.759
3,15,2022,15/03/2022,11837,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,15/3/2022,PROCESO,NO,0,-36.898.869,-60.321.281
3,15,2022,15/03/2022,11838,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,18/3/2022,FINALIZADO,NO,3,-36.921.532,-60.288.609
3,15,2022,15/03/2022,11839,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (casa abandonada),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,15/03/2022,PROCESO,NO,0,-36.915.417,-60.321.102
3,16,2022,16/03/2022,11840,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,18/03/2022,FINALIZADO,NO,2,-36.919.426,-60.302.555
3,16,2022,16/03/2022,11841,OBRAS PÚBLICAS,Calles urbanas: Pedido de camión regador,DIRECCIÓN DE MANTENIMIENTO URBANO,16/03/2022,PROCESO,NO,0,-36.920.506,-60.311.275
3,16,2022,16/03/2022,11842,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,21/03/2022,FINALIZADO,NO,5,-36.872.719,-60.322.662
3,16,2022,16/03/2022,11843,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,18/3/2022,FINALIZADO,NO,2,-36.911.179,-60.301.132
3,16,2022,16/03/2022,11844,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,11/04/2022,FINALIZADO,NO,26,-36.893.620,-60.297.367
3,16,2022,16/03/2022,11845,HIGIENE Y CONTROL URBANO,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,22/03/2022,FINALIZADO,NO,6,-36.893.620,-60.297.367
3,17,2022,17/03/2022,11846,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,23/03/2022,FINALIZADO,NO,6,-36.904.671,-60.302.635
3,17,2022,17/03/2022,11847,ZOONOSIS,Animales domésticos: denunciar mordeduras,DIRECCIÓN DE BROMATOLOGIA,12/08/2022,FINALIZADO,NO,148,-36.865.547,-60.157.734
3,17,2022,17/03/2022,11848,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,17/3/2022,PROCESO,NO,0,-36.872.841,-60.315.140
3,17,2022,17/03/2022,11849,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,17/03/2022,PROCESO,NO,0,-36.937.279,-60.155.567
3,17,2022,17/03/2022,11850,HIGIENE Y CONTROL URBANO,Control de plagas / fumigación: insectos varios,ATENCIÓN OLAVARRIA INTERACTIVA,28/03/2022,CANCELADO,NO,11,-36.878.075,-60.312.874
3,17,2022,17/03/2022,11851,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (casa abandonada),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,21/03/2022,PROCESO,NO,4,-36.907.318,-60.327.480
3,17,2022,17/03/2022,11852,HIGIENE Y CONTROL URBANO,Calidad de alimentos: corte de cadena de frío,DIRECCIÓN DE BROMATOLOGIA,22/03/2022,FINALIZADO,NO,5,-36.893.734,-60.302.776
3,17,2022,17/03/2022,11853,ÁRBOLES EN VIA PÚBLICA,Arbolado: pedido de extracción en via pública,DISEÑO DE PARQUES Y ESPACIO PÚBLICO,17/03/2022,PROCESO,NO,0,-36.902.657,-60.333.786
3,17,2022,17/03/2022,11854,TRANSPORTE  PÚBLICO,Incumplimiento de frecuencia,SUBSECRETARÍA DE GOBIERNO,21/04/2022,FINALIZADO,NO,35,-36.977.745,-60.280.823
3,17,2022,17/03/2022,11855,OBRAS PÚBLICAS,Calles urbanas: Pedido de camión regador,DIRECCIÓN DE MANTENIMIENTO URBANO,17/03/2022,PROCESO,NO,0,-36.871.101,-60.325.714
3,17,2022,17/03/2022,11856,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,17/03/2022,PROCESO,NO,0,-36.886.021,-60.306.145
3,17,2022,17/03/2022,11857,OBRAS PÚBLICAS,Calles urbanas: calzada de tierra con presencia de malezas,DIRECCIÓN DE MANTENIMIENTO URBANO,18/03/2022,PROCESO,NO,1,-36.889.133,-60.306.538
3,18,2022,18/03/2022,11858,TRANSPORTE  PÚBLICO,Incumplimiento de frecuencia,SUBSECRETARÍA DE GOBIERNO,21/04/2022,FINALIZADO,NO,34,-36.912.560,-60.309.280
3,18,2022,18/03/2022,11859,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (casa abandonada),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,18/03/2022,PROCESO,NO,0,-36.879.658,-60.336.727
3,18,2022,18/03/2022,11860,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,31/03/2022,FINALIZADO,NO,13,-36.930.859,-60.167.259
3,18,2022,18/03/2022,11861,ZOONOSIS,Control de plagas / fumigación: roedores,DIRECCIÓN DE BROMATOLOGIA,22/03/2022,FINALIZADO,NO,4,-36.870.033,-60.323.124
3,18,2022,18/03/2022,11862,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,18/03/2022,PROCESO,NO,0,-36.879.517,-60.297.020
3,18,2022,18/03/2022,11863,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,19/12/2022,FINALIZADO,NO,276,-36.891.094,-60.339.146
3,18,2022,18/03/2022,11864,ÁRBOLES EN VIA PÚBLICA,Arbolado: pedido de poda en vía pública,DISEÑO DE PARQUES Y ESPACIO PÚBLICO,18/03/2022,PROCESO,NO,0,-36.898.163,-60.330.990
3,18,2022,18/03/2022,11865,OBRAS PÚBLICAS,Calles urbanas: Pedido de camión regador,DIRECCIÓN DE MANTENIMIENTO URBANO,18/03/2022,PROCESO,NO,0,-36.912.560,-60.294.785
3,18,2022,18/03/2022,11866,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,22/04/2022,FINALIZADO,NO,35,-36.884.357,-60.333.988
3,18,2022,18/03/2022,11867,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,06/04/2022,FINALIZADO,NO,19,-36.894.768,-60.337.067
3,18,2022,18/03/2022,11868,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: recolección deficiente,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,28/03/2022,FINALIZADO,NO,10,-36.915.180,-60.321.114
3,18,2022,18/03/2022,11869,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,18/03/2022,PROCESO,NO,0,-36.917.179,-60.304.649
3,18,2022,18/03/2022,11870,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: no hay recolección,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,29/03/2022,FINALIZADO,NO,11,-36.893.356,-60.324.314
3,18,2022,18/03/2022,11871,HOSPITALES Y CENTROS PERIFÉRICOS DE SALUD,Calidad y atención del servicio: deficiencia en la programación de turnos,ATENCIÓN OLAVARRIA INTERACTIVA,21/03/2022,CANCELADO,NO,3,-36.901.871,-60.322.407
3,21,2022,21/03/2022,11872,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,26/04/2022,FINALIZADO,NO,36,-36.907.059,-60.325.222
3,21,2022,21/03/2022,11873,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,22/04/2022,FINALIZADO,NO,32,-36.903.873,-60.318.188
3,21,2022,21/03/2022,11874,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,04/04/2022,FINALIZADO,NO,14,-36.887.505,-60.321.098
3,21,2022,21/03/2022,11875,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,21/03/2022,PROCESO,NO,0,-36.878.700,-60.311.535
3,21,2022,21/03/2022,11876,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,21/03/2022,PROCESO,NO,0,-36.877.808,-60.312.447
3,21,2022,21/03/2022,11877,HABILITACIONES,Higiene y limpieza comercial,DIRECCIÓN DE BROMATOLOGIA,23/03/2022,FINALIZADO,NO,2,-36.885.853,-60.295.067
3,21,2022,21/03/2022,11878,HABILITACIONES,Higiene y limpieza comercial,DIRECCIÓN DE BROMATOLOGIA,23/03/2022,FINALIZADO,NO,2,-36.888.630,-60.296.036
3,21,2022,21/03/2022,11879,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,26/04/2022,FINALIZADO,NO,36,-36.898.521,-60.301.239
3,22,2022,22/03/2022,11880,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,26/04/2022,FINALIZADO,NO,35,-36.879.791,-60.303.791
3,22,2022,22/03/2022,11881,OBRAS PÚBLICAS,Barrido domiciliario: deficiente,SUBSECRETARIA DE OBRAS PÚBLICAS,22/03/2022,PROCESO,NO,0,-36.879.791,-60.303.791
3,22,2022,22/03/2022,11882,HABILITACIONES,Higiene y limpieza comercial,DIRECCIÓN DE BROMATOLOGIA,30/03/2022,FINALIZADO,NO,8,-36.950.191,-60.109.993
3,22,2022,22/03/2022,11883,OBRAS PÚBLICAS,Iluminación: lampara sin funcionamiento o deficiente,DIRECCIÓN DE DESARROLLO URBANO Y OBRAS CIVILES,09/08/2022,FINALIZADO,NO,140,-36.905.228,-60.300.186
3,22,2022,22/03/2022,11884,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,05/04/2022,FINALIZADO,NO,14,-36.922.279,-60.304.287
3,22,2022,22/03/2022,11885,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,22/03/2022,PROCESO,NO,0,-36.889.099,-60.314.781
3,22,2022,22/03/2022,11886,TRÁNSITO,Estacionamiento: vehículos estacionados en lugar no permitido,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,28/03/2022,FINALIZADO,NO,6,-36.904.980,-60.314.667
3,22,2022,22/03/2022,11887,ZOONOSIS,Animales domésticos: sanitariamente descuidados,DIRECCIÓN DE BROMATOLOGIA,19/05/2022,FINALIZADO,NO,58,-36.890.717,-60.342.560
3,23,2022,23/03/2022,11888,ZOONOSIS,Control de plagas / fumigación: roedores,DIRECCIÓN DE BROMATOLOGIA,31/05/2022,FINALIZADO,NO,69,-36.936.153,-60.156.300
3,23,2022,23/03/2022,11889,HIGIENE Y CONTROL URBANO,Barrido domiciliario: no hay barrido,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,26/04/2022,FINALIZADO,NO,34,-36.910.069,-60.330.898
3,23,2022,23/03/2022,11890,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio público (veredas),DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,28/03/2022,FINALIZADO,NO,5,-36.913.410,-60.320.019
3,23,2022,23/03/2022,11891,HABILITACIONES,Calidad de alimentos: posible intoxicación,DIRECCIÓN DE BROMATOLOGIA,13/05/2022,FINALIZADO,NO,51,-36.901.985,-60.317.673
3,23,2022,23/03/2022,11892,TRÁNSITO,Estacionamiento: vehículos abandonados,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,30/03/2022,FINALIZADO,NO,7,-36.869.366,-60.325.596
3,25,2022,25/03/2022,11893,VIALIDAD,Reductor de velocidad: solicitar nuevo,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,25/03/2022,PROCESO,NO,0,-36.917.099,-60.293.720
3,25,2022,25/03/2022,11894,ÁRBOLES EN VIA PÚBLICA,Arbolado: pedido de poda en vía pública,DISEÑO DE PARQUES Y ESPACIO PÚBLICO,25/03/2022,PROCESO,NO,0,-36.899.967,-60.319.595
3,28,2022,28/03/2022,11895,HIGIENE Y CONTROL URBANO,Agua: arrojo de aguas servidas domiciliarias a la via pública,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,30/03/2022,FINALIZADO,NO,2,-36.906.139,-60.325.653
3,28,2022,28/03/2022,11896,"PARQUES, PLAZAS Y ESPACIOS PÚBLICOS",Iluminación: lampara sin funcionamiento o deficiente,DIRECCIÓN DE DESARROLLO URBANO Y OBRAS CIVILES,28/03/2022,PROCESO,NO,0,-36.903.202,-60.316.761
3,28,2022,28/03/2022,11897,HIGIENE Y CONTROL URBANO,Recolección de residuos domiliciarios: recolección deficiente,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,28/04/2022,FINALIZADO,NO,31,-36.918.549,-60.322.948
3,28,2022,28/03/2022,11898,ZOONOSIS,Animales domésticos: sueltos en la via pública,DIRECCIÓN DE BROMATOLOGIA,19/05/2022,FINALIZADO,NO,52,-36.881.985,-60.301.678
3,28,2022,28/03/2022,11899,HABILITACIONES,Falta de habilitación,DIRECCIÓN DE HABILITACIONES,28/03/2022,PROCESO,NO,0,-36.920.181,-60.324.661
3,28,2022,28/03/2022,11900,HIGIENE Y CONTROL URBANO,Malezas o basura acumulada: en espacio privado (baldío abierto),UNIDAD COORDINADORA DE REGISTRO DE OBRAS Y CATASTRO,28/03/2022,PROCESO,NO,0,-36.893.436,-60.289.597
3,29,2022,29/03/2022,11901,OBRAS PÚBLICAS,Agua: rotura de caño,DIRECCIÓN DE CONTRALOR DE SERVICIOS PÚBLICOS,11/04/2022,FINALIZADO,NO,13,-36.876.701,-60.311.214
3,29,2022,29/03/2022,11902,TRANSPORTE  PÚBLICO,Incumplimiento de frecuencia,SUBSECRETARÍA DE GOBIERNO,21/04/2022,FINALIZADO,NO,23,-36.887.177,-60.312.286
3,29,2022,29/03/2022,11903,OBRAS PÚBLICAS,Calles urbanas: calzada de tierra con baches,DIRECCIÓN DE MANTENIMIENTO URBANO,29/03/2022,PROCESO,NO,0,-36.906.673,-60.293.255
3,29,2022,29/03/2022,11904,OBRAS PÚBLICAS,Hidráulica: limpieza de boca de tormenta,DIRECCIÓN DE HIDRÁULICA,06/04/2022,FINALIZADO,NO,8,-36.909.367,-60.315.010
3,30,2022,30/03/2022,11905,OBRAS PÚBLICAS,Iluminación: lampara sin funcionamiento o deficiente,DIRECCIÓN DE DESARROLLO URBANO Y OBRAS CIVILES,09/08/2022,FINALIZADO,NO,132,-36.887.783,-60.324.860
3,30,2022,30/03/2022,11906,OBRAS PÚBLICAS,Nomenclador de calles: solicitar nuevo o reposición,DIRECCIÓN DE DESARROLLO URBANO Y OBRAS CIVILES,22/06/2022,FINALIZADO,NO,84,-36.889.107,-60.318.111
3,30,2022,30/03/2022,11907,VIALIDAD,Senda peatonal: con falta de mantenimiento,DIRECCIÓN DE ACCIÓN Y CONTROL URBANO,04/04/2022,FINALIZADO,NO,5,-36.893.726,-60.312.481
